furniture,type,rate,delivery,sale,price
913,189,0.0,52.44,0.37,1150.0
429,12,0.0,172.14,0.28,4999.0
914,401,0.0,10.83,0.15,399.0
915,554,0.0,223.01,0.5,922.0
916,75,0.0,172.14,0.17,5999.0
492,409,4.0,172.14,0.13,4000.0
730,264,0.0,172.14,0.0,5800.0
747,34,3.0,52.44,0.0,2000.0
917,319,0.0,116.82,0.68,536.0
918,356,0.0,528.47,0.35,2168.51
919,394,0.0,52.44,0.05,699.0
263,151,0.0,172.14,0.0,5164.0
920,264,0.0,172.14,0.17,5142.0
921,173,0.0,172.14,0.17,1530.0
77,264,0.0,172.14,0.0,3500.0
429,409,2.3,172.14,0.17,6000.0
922,340,0.0,104.98,0.68,440.0
693,11,0.0,52.44,0.15,920.0
923,264,0.0,52.44,0.0,1000.0
924,4,0.0,172.14,0.0,650.0
925,99,0.0,890.31,0.2,2426.0
926,293,0.0,172.14,0.0,1350.0
291,245,0.0,172.14,0.33,6000.0
322,264,0.0,172.14,0.0,205.0
927,264,0.0,172.14,0.28,6000.0
928,264,0.0,172.14,0.0,350.0
929,264,0.0,22.23,0.17,6462.0
930,154,0.0,52.44,0.62,999.0
931,240,0.0,268.71,0.35,1080.28
932,300,0.0,418.19,0.17,798.0
121,409,3.8,172.14,0.08,6000.0
933,8,0.0,161.22,0.33,441.0
353,395,0.0,215.44,0.44,995.0
934,25,0.0,172.14,0.16,2500.0
935,366,0.0,345.78,0.48,1747.2
170,264,0.0,172.14,0.61,1900.0
936,264,0.0,22.23,0.17,2298.0
586,581,0.0,22.23,0.17,1032.0
255,264,0.0,52.44,0.0,499.0
937,538,0.0,52.44,0.17,900.0
938,34,0.0,52.44,0.0,1250.0
939,242,0.0,135.89,0.14,393.0
940,474,0.0,52.44,0.0,1750.0
508,264,0.0,52.44,0.13,600.0
119,409,1.0,172.14,0.08,6000.0
941,164,0.0,296.27,0.34,999.0
942,23,0.0,172.14,0.0,55000.0
943,72,0.0,172.14,0.17,5999.0
419,245,0.0,172.14,0.36,4500.0
571,36,0.0,52.44,0.0,6900.0
944,264,0.0,52.44,0.0,11400.0
945,553,0.0,52.44,0.28,4000.0
946,385,0.0,63.64,0.48,57.89
947,327,0.0,434.1,0.67,2138.0
948,21,0.0,172.14,0.26,13499.0
291,245,0.0,172.14,0.4,4500.0
34,158,0.0,172.14,0.54,2000.0
374,151,0.0,172.14,0.0,11600.0
123,264,0.0,172.14,0.13,4500.0
66,227,0.0,52.44,0.2,444.0
949,483,0.0,878.4,0.5,4464.64
950,397,0.0,59.38,0.47,35.38
951,376,0.0,424.62,0.48,2135.96
124,34,0.0,52.44,0.0,1200.0
952,316,0.0,56.88,0.76,50.0
953,1,0.0,132.73,0.53,459.0
954,264,0.0,172.14,0.04,2750.0
119,409,3.5,172.14,0.18,4000.0
955,343,0.0,52.44,0.0,4200.0
956,54,0.0,112.37,0.48,523.94
957,264,0.0,52.44,0.17,6276.0
119,409,4.0,172.14,0.13,4000.0
77,264,0.0,172.14,0.0,3500.0
63,264,0.0,172.14,0.18,4490.0
234,151,0.0,172.14,0.0,3349.0
958,98,0.0,340.5,0.17,1069.0
959,205,0.0,172.14,0.0,2500.0
960,249,0.0,52.44,0.0,5700.0
961,572,0.0,605.72,0.33,2366.0
962,264,0.0,172.14,0.19,1100.0
425,227,0.0,172.14,0.33,1999.0
520,245,0.0,172.14,0.55,4400.0
212,264,0.0,22.23,0.17,390.0
963,178,0.0,52.44,0.32,1200.0
964,7,0.0,109.42,0.5,308.0
266,12,0.0,172.14,0.08,5999.0
965,0,0.0,208.65,0.45,973.38
966,339,0.0,38.58,0.69,239.0
616,484,0.0,463.51,0.5,2222.0
967,264,0.0,172.14,0.12,2160.0
968,303,0.0,568.22,0.44,2509.0
234,151,0.0,172.14,0.0,4186.0
969,414,0.0,172.14,0.17,6000.0
970,406,0.0,29.7,0.81,264.0
701,84,0.0,91.25,0.48,415.4
971,312,0.0,101.65,0.68,413.0
222,141,0.0,172.14,0.46,1700.0
713,96,0.0,10.83,0.0,420.0
972,116,0.0,76.0,0.5,127.36
234,151,0.0,172.14,0.0,4464.0
973,508,0.0,61.66,0.47,46.9
974,90,0.0,157.69,0.47,746.38
975,205,0.0,52.44,0.0,10000.0
446,228,0.0,52.44,0.16,425.0
976,286,0.0,52.44,0.59,2000.0
977,121,0.0,143.66,0.22,458.0
978,379,0.0,76.0,0.5,127.36
317,264,0.0,52.44,0.17,1854.0
979,151,0.0,172.14,0.0,13200.0
121,409,3.0,172.14,0.08,6000.0
414,193,0.0,52.44,0.42,880.0
346,192,3.0,52.44,0.33,2400.0
980,245,0.0,52.44,0.43,10000.0
981,353,0.0,41.17,0.54,179.0
443,34,0.0,52.44,0.0,1250.0
191,460,0.0,52.44,0.0,620.0
982,104,0.0,172.14,0.0,6500.0
77,28,0.0,172.14,0.0,6417.0
983,178,0.0,52.44,0.41,1200.0
984,522,1.0,768.58,0.2,2015.0
899,264,0.0,52.44,0.17,1050.0
985,432,0.0,172.14,0.08,6000.0
986,137,0.0,172.14,0.08,5000.0
987,547,0.0,87.88,0.48,397.71
988,445,0.0,172.14,0.0,219.0
888,25,0.0,52.44,0.18,5500.0
569,149,0.0,172.14,0.0,5160.0
5,137,0.0,52.44,0.54,2000.0
989,325,0.0,113.12,0.68,506.0
990,131,0.0,80.93,0.5,154.0
484,264,0.0,52.44,0.0,1288.0
991,527,0.0,24.71,0.48,71.56
18,264,0.0,172.14,0.17,3948.0
191,460,0.0,52.44,0.0,620.0
992,250,0.0,766.17,0.3,2755.0
756,446,2.0,52.44,0.0,2815.0
77,264,0.0,172.14,0.0,3400.0
586,264,0.0,22.23,0.17,486.0
993,514,0.0,132.24,0.5,431.36
994,21,0.0,172.14,0.23,12499.0
995,25,3.0,52.44,0.23,3000.0
296,25,5.0,52.44,0.22,3000.0
996,446,3.0,52.44,0.0,1660.0
997,537,0.0,52.44,0.17,546.0
779,264,0.0,52.44,0.1,45.0
998,178,0.0,52.44,0.3,1950.0
119,409,0.0,172.14,0.2,4000.0
999,264,0.0,172.14,0.0,4299.0
1000,114,0.0,235.79,0.0,608.0
1001,409,0.0,52.44,0.0,750.0
1002,520,0.0,61.36,0.48,46.1
285,264,0.0,172.14,0.0,3000.0
841,409,5.0,172.14,0.08,6000.0
1003,566,0.0,416.89,0.29,1379.0
491,156,0.0,43.39,0.44,158.0
833,394,0.0,52.44,0.05,699.0
1004,332,0.0,156.98,0.67,1199.0
1005,322,0.0,112.38,0.68,500.0
1006,21,0.0,172.14,0.34,23000.0
492,409,3.9,172.14,0.18,4000.0
1007,106,0.0,251.87,0.33,799.0
291,245,0.0,172.14,0.4,4500.0
1008,387,0.0,450.58,0.49,1467.57
1009,580,0.0,97.21,0.5,242.0
1010,390,0.0,207.9,0.5,840.32
1011,103,0.0,172.14,0.0,1800.0
65,264,0.0,52.44,0.0,860.0
1012,445,0.0,172.14,0.0,999.0
1013,74,0.0,19.75,0.48,46.1
1014,315,0.0,287.02,0.67,1916.0
1015,455,0.0,117.02,0.5,574.0
119,409,0.0,172.14,0.13,4000.0
478,151,0.0,172.14,0.0,3574.0
5,137,0.0,52.44,0.53,2000.01
456,264,0.0,52.44,0.29,1200.0
1016,119,0.0,460.88,0.48,2108.36
207,149,0.0,172.14,0.0,5062.0
834,12,0.0,172.14,0.1,3999.0
1017,403,0.0,498.49,0.5,2636.0
1018,32,0.0,74.55,0.48,114.17
478,151,0.0,172.14,0.0,4167.0
1019,34,0.0,52.44,0.0,550.0
296,25,4.0,52.44,0.17,3000.0
1020,551,0.0,652.89,0.49,3383.77
125,264,0.0,172.14,0.11,4000.0
281,264,0.0,52.44,0.25,1200.0
1021,124,0.0,432.16,0.47,2140.52
1022,323,0.0,116.82,0.68,536.0
19,446,0.0,172.14,0.2,2500.0
1023,127,0.0,317.3,0.5,1431.68
121,409,3.5,172.14,0.08,6000.0
33,264,0.0,52.44,0.65,999.0
1024,358,0.0,833.72,0.49,4117.28
70,256,0.0,52.44,0.33,750.0
322,264,5.0,172.14,0.0,150.0
198,264,0.0,52.44,0.47,7500.0
119,409,0.0,172.14,0.13,4000.0
1025,85,0.0,72.42,0.84,334.0
929,264,0.0,22.23,0.17,3018.0
1026,264,0.0,172.14,0.0,3400.0
1027,234,0.0,529.07,0.4,2352.96
1028,264,0.0,52.44,0.0,450.0
589,264,0.0,172.14,0.17,2106.0
1029,264,0.0,52.44,0.17,7902.0
255,264,0.0,52.44,0.0,499.0
255,264,0.0,52.44,0.0,499.0
1030,35,0.0,266.12,0.29,356.0
1031,310,0.0,115.71,0.68,527.0
553,137,0.0,52.44,0.3,3000.0
1032,244,0.0,429.47,0.17,1233.0
1033,341,0.0,118.67,0.68,551.0
1034,150,0.0,144.57,0.38,399.0
571,36,0.0,52.44,0.0,4850.0
1035,215,0.0,627.96,0.49,3033.22
1036,541,0.0,993.96,0.48,4860.18
393,392,0.0,52.44,0.13,286.0
1037,264,0.0,172.14,0.0,6450.0
296,25,4.3,52.44,0.17,3000.0
1007,105,0.0,251.87,0.33,799.0
1034,150,0.0,144.57,0.38,399.0
289,264,5.0,10.83,0.17,900.0
1038,222,0.0,155.67,0.3,399.0
1039,148,0.0,191.93,0.5,754.0
1040,112,0.0,448.91,0.0,1184.0
1041,409,4.0,172.14,0.18,4000.0
1042,264,0.0,172.14,0.18,900.0
77,264,0.0,172.14,0.0,6000.0
1043,92,0.0,366.91,0.5,1699.84
1044,183,0.0,52.44,0.37,1150.0
1045,577,0.0,52.44,0.17,894.0
207,149,0.0,172.14,0.0,4220.0
1007,106,0.0,266.67,0.36,899.0
1046,177,0.0,785.23,0.24,2183.0
1047,226,0.0,71.88,0.29,231.0
308,413,0.0,172.14,0.13,4000.0
819,132,0.0,86.3,0.46,170.24
1048,101,0.0,52.44,0.0,8500.0
1049,161,0.0,296.27,0.34,999.0
1050,163,0.0,296.27,0.34,999.0
1007,105,0.0,266.67,0.36,899.0
1051,475,0.0,257.98,0.5,1111.04
1052,220,0.0,155.67,0.3,399.0
1053,162,0.0,296.27,0.34,999.0
1034,150,0.0,144.57,0.38,399.0
1054,221,0.0,155.67,0.3,399.0
1055,365,0.0,399.5,0.44,1688.0
492,409,0.0,172.14,0.13,4000.0
1056,264,0.0,52.44,0.0,2130.0
1055,365,0.0,399.5,0.44,1688.0
492,409,0.0,172.14,0.13,4000.0
1056,264,0.0,52.44,0.0,2130.0
1057,53,2.0,187.49,0.52,755.0
1058,64,0.0,430.77,0.5,1398.0
1059,60,0.0,179.84,0.5,688.64
105,264,0.0,172.14,0.53,2000.0
222,141,0.0,172.14,0.39,1300.0
1060,368,0.0,96.07,0.47,221.64
616,484,0.0,375.08,0.5,1744.0
1061,264,0.0,172.14,0.18,640.0
1062,214,0.0,68.6,0.45,79.6
1063,394,5.0,52.44,0.13,1610.0
337,396,0.0,382.94,0.49,1741.73
1064,264,0.0,52.44,0.36,1555.0
1065,264,0.0,172.14,0.2,900.0
1066,39,0.0,267.04,0.5,1160.0
429,409,4.0,172.14,0.09,5500.0
1067,500,0.0,172.14,0.51,1750.0
1068,433,0.0,172.14,0.13,4000.0
883,409,4.0,172.14,0.11,4500.0
443,34,0.0,52.44,0.0,1199.0
359,25,0.0,172.14,0.3,5000.0
1069,394,0.0,52.44,0.13,1035.0
1070,494,0.0,170.55,0.4,725.12
1071,34,0.0,52.44,0.42,600.0
1072,440,0.0,294.8,0.5,1310.08
759,264,0.0,52.44,0.16,450.0
1073,206,0.0,151.43,0.5,760.0
11,264,0.0,172.14,0.72,3000.0
1074,378,0.0,265.43,0.47,1082.45
1075,445,0.0,52.44,0.0,275.0
1076,445,0.0,172.14,0.0,259.0
163,529,0.0,52.44,0.34,555.0
1077,61,0.0,172.14,0.0,1850.0
976,286,0.0,52.44,0.53,2000.0
1078,55,0.0,109.63,0.5,309.12
1079,441,0.0,466.43,0.49,2181.79
1080,457,0.0,107.61,0.5,298.24
121,409,1.0,172.14,0.21,7000.0
1081,557,0.0,83.7,0.5,168.96
1082,29,0.0,204.35,0.5,821.12
1083,218,0.0,175.28,0.5,664.0
812,25,5.0,52.44,0.08,4000.0
213,409,4.0,172.14,0.17,3000.0
1084,501,0.0,173.21,0.5,652.8
1085,88,0.0,202.69,0.35,629.44
559,264,0.0,52.44,0.0,750.0
146,264,0.0,52.44,0.0,299.0
241,264,0.0,172.14,0.0,1075.0
180,409,0.0,172.14,0.18,4000.0
268,178,0.0,52.44,0.0,270.0
350,151,0.0,172.14,0.0,5042.0
1086,96,0.0,172.14,0.0,495.0
1087,521,0.0,301.32,0.5,1345.28
1088,525,0.0,632.6,0.2,1960.0
1089,264,0.0,52.44,0.0,420.0
1090,478,0.0,760.44,0.2,1988.0
1091,82,0.0,89.03,0.5,197.76
1092,77,0.0,52.44,0.0,888.0
1093,254,0.0,782.27,0.3,2355.0
171,264,0.0,172.14,0.17,2376.0
1094,553,0.0,172.14,0.18,6000.0
1095,513,0.0,467.97,0.33,1853.44
1096,182,0.0,52.44,0.44,750.0
492,409,4.0,172.14,0.13,4000.0
1097,381,0.0,76.12,0.35,99.2
1098,578,0.0,287.21,0.29,435.0
1099,245,0.0,52.44,0.51,500.0
1100,546,0.0,225.43,0.5,1160.0
1101,377,0.0,107.85,0.5,299.52
703,43,0.0,172.14,0.09,7695.0
63,264,0.0,172.14,0.16,5500.0
244,11,0.0,52.44,0.34,350.0
414,193,0.0,52.44,0.42,880.0
1102,445,0.0,52.44,0.0,575.0
1028,264,0.0,52.44,0.0,450.0
589,264,0.0,172.14,0.17,2502.0
162,264,0.0,52.44,0.0,499.0
1103,25,0.0,52.44,0.05,5500.0
1069,394,0.0,52.44,0.13,1035.0
1104,502,0.0,172.14,0.0,9000.0
344,34,0.0,52.44,0.11,1799.0
112,137,0.0,52.44,0.27,1300.0
1105,96,0.0,10.83,0.0,980.0
1106,571,0.0,257.79,0.5,1110.0
436,373,0.0,212.68,0.45,788.19
296,25,5.0,52.44,0.11,4500.0
1107,473,0.0,176.95,0.5,26.0
1108,552,0.0,382.54,0.5,1784.32
1109,129,0.0,730.51,0.45,2746.46
393,392,0.0,52.44,0.0,249.0
359,25,0.0,172.14,0.3,5000.0
569,149,0.0,172.14,0.0,5845.0
272,264,0.0,52.44,0.31,200.0
1110,506,0.0,172.14,0.0,6400.0
40,139,0.0,52.44,0.0,2000.0
1111,36,0.0,52.44,0.0,7300.0
225,245,0.0,52.44,0.33,6000.0
1112,25,0.0,52.44,0.0,2225.0
450,264,0.0,52.44,0.41,850.0
1113,141,0.0,172.14,0.36,1050.0
46,207,0.0,172.14,0.0,3000.0
1114,239,0.0,237.07,0.5,998.0
1115,485,0.0,450.19,0.44,1935.0
1116,217,0.0,501.18,0.46,2255.68
1117,21,0.0,172.14,0.32,13499.0
1118,393,0.0,172.14,0.0,2300.0
359,25,4.0,172.14,0.3,5000.0
1119,264,0.0,172.14,0.0,3088.0
119,409,0.0,172.14,0.14,7000.0
121,409,3.8,172.14,0.08,6000.0
20,576,0.0,327.91,0.29,589.0
125,264,0.0,172.14,0.28,4999.0
1120,434,3.0,172.14,0.12,6000.0
571,36,0.0,52.44,0.0,5850.0
1121,46,0.0,819.28,0.5,4370.0
806,245,5.0,52.44,0.24,7000.0
1122,12,0.0,172.14,0.1,6999.0
1123,178,0.0,52.44,0.31,1999.0
1124,264,0.0,172.14,0.0,3800.0
1125,454,1.0,52.44,0.06,3500.0
337,120,0.0,482.95,0.5,2552.0
1099,245,0.0,52.44,0.51,500.0
296,25,0.0,52.44,0.11,4500.0
478,151,0.0,172.14,0.0,4464.0
1126,380,0.0,808.9,0.4,2891.2
1127,6,0.0,852.56,0.48,4130.15
1128,122,0.0,265.39,0.5,1376.0
1129,456,0.0,93.71,0.35,347.2
1130,70,0.0,123.48,0.35,297.6
1131,404,0.0,540.34,0.47,2690.45
571,36,0.0,52.44,0.0,5850.0
1132,364,0.0,60.2,0.35,206.83
806,245,4.0,52.44,0.3,7000.0
234,151,0.0,172.14,0.0,3909.0
1133,264,0.0,172.14,0.0,2500.0
1134,178,0.0,52.44,0.31,1999.0
1135,48,0.0,52.44,0.0,500.0
1136,352,0.0,279.95,0.4,1222.08
1137,394,0.0,52.44,0.13,688.0
1138,371,0.0,615.43,0.4,2556.16
291,245,0.0,172.14,0.4,4500.0
1139,264,0.0,52.44,0.17,4020.0
1140,422,0.0,172.14,0.05,3300.0
1141,574,0.0,52.44,0.0,6765.0
1142,445,0.0,172.14,0.0,139.0
844,445,0.0,172.14,0.0,425.0
559,264,0.0,52.44,0.0,600.0
1143,264,0.0,172.14,0.0,1450.0
386,351,0.0,52.44,0.55,444.0
317,264,0.0,52.44,0.17,1854.0
1144,354,0.0,233.94,0.48,1151.86
1145,264,0.0,52.44,0.0,18698.0
343,264,0.0,172.14,0.0,4200.0
1146,355,0.0,369.94,0.33,1456.0
296,25,5.0,52.44,0.17,3000.0
380,137,0.0,52.44,0.33,2000.0
1147,562,0.0,76.83,0.47,124.08
268,178,5.0,52.44,0.0,270.0
359,25,0.0,172.14,0.33,3000.0
1148,76,0.0,166.4,0.5,616.0
546,73,0.0,15.45,0.5,24.96
165,579,0.0,298.12,0.5,1328.0
1149,472,0.0,189.78,0.4,80.0
1150,264,0.0,10.83,0.0,499.0
1151,10,0.0,64.24,0.47,59.76
296,25,0.0,52.44,0.17,3000.0
1152,564,0.0,268.52,0.23,759.0
569,149,0.0,172.14,0.0,3300.0
1153,369,0.0,222.34,0.49,1114.61
1154,512,0.0,162.32,0.5,593.92
1155,460,0.0,52.44,0.0,620.0
1156,11,5.0,52.44,0.12,2450.0
1157,394,0.0,52.44,0.13,688.0
478,151,0.0,172.14,0.0,4764.0
1158,423,0.0,172.14,0.08,6000.0
703,43,0.0,172.14,0.1,11800.0
1159,553,0.0,172.14,0.28,4000.0
1160,515,0.0,153.28,0.33,578.0
1161,264,0.0,52.44,0.0,8250.0
382,96,0.0,52.44,0.0,199.0
1162,488,0.0,471.1,0.41,1374.0
661,394,0.0,52.44,0.13,977.0
1163,79,0.0,293.87,0.3,470.0
36,241,0.0,52.44,0.4,555.0
1164,570,0.0,413.93,0.29,1368.0
1165,264,0.0,52.44,0.0,3385.0
906,502,0.0,52.44,0.0,3000.0
196,394,0.0,52.44,0.13,746.0
259,264,0.0,52.44,0.17,2358.0
789,346,0.0,350.66,0.5,1612.0
1166,251,0.0,373.97,0.3,1241.0
1167,229,0.0,451.67,0.17,1295.0
50,264,0.0,172.14,0.38,1200.0
5,137,0.0,52.44,0.42,2500.0
1168,80,0.0,459.63,0.44,1399.0
317,264,0.0,52.44,0.17,2358.0
1169,255,0.0,447.97,0.3,1527.0
1102,445,0.0,52.44,0.0,299.0
1170,445,0.0,172.14,0.0,269.0
1170,445,0.0,172.14,0.0,249.0
1171,573,0.0,408.75,0.23,1252.0
1172,126,0.0,998.34,0.35,3461.08
1173,153,0.0,70.33,0.33,195.0
1028,264,0.0,52.44,0.0,450.0
1174,264,0.0,52.44,0.38,3000.0
1175,569,0.0,63.1,0.46,53.76
1176,95,0.0,172.14,0.17,2999.0
410,264,0.0,52.44,0.0,740.0
1177,264,0.0,52.44,0.0,850.0
1178,560,0.0,869.97,0.33,3483.0
1179,81,0.0,451.45,0.5,1509.76
1180,264,0.0,172.14,0.17,5142.0
559,264,0.0,52.44,0.0,600.0
255,264,0.0,52.44,0.0,499.0
1181,264,0.0,52.44,0.0,650.0
1182,467,0.0,52.44,0.0,999.0
1183,37,0.0,10.83,0.0,389.0
317,264,0.0,52.44,0.17,1794.0
520,245,0.0,172.14,0.55,4400.0
1184,34,0.0,52.44,0.0,2300.0
263,151,0.0,172.14,0.0,5164.0
1185,539,0.0,22.23,0.17,900.0
89,151,0.0,172.14,0.0,6112.0
77,28,0.0,172.14,0.0,4900.0
1186,362,0.0,262.05,0.17,292.0
1187,446,0.0,52.44,0.15,4950.0
1188,476,0.0,566.0,0.44,2498.0
478,151,0.0,172.14,0.0,4764.0
508,264,0.0,52.44,0.13,600.0
1189,51,0.0,656.28,0.0,1632.0
1190,205,0.0,172.14,0.0,11450.0
1019,34,0.0,52.44,0.0,550.0
817,43,0.0,172.14,0.09,8495.0
703,43,0.0,172.14,0.1,10775.0
